60.76,13.11,57.42,0.65,0.51,-0.56
51.23,34.55,60.87,1.00,0.04,-0.01
29.79,53.61,59.72,0.93,-0.20,-0.30
3.57,63.14,44.79,0.85,-0.39,0.35
-3.57,64.34,27.56,0.82,-0.47,0.33
-15.49,54.80,13.78,0.22,-0.53,0.82
-19.06,51.23,10.34,0.55,-0.54,0.64
-21.45,45.27,-1.15,0.25,-0.56,0.79
-19.06,34.55,-10.34,-0.22,-0.39,0.90
-8.34,17.87,-20.67,-0.35,-0.17,0.92
0.00,3.57,-24.12,-0.59,0.05,0.80
14.30,-14.30,-22.97,-0.80,0.40,0.44
33.36,-29.79,-11.48,-0.93,0.27,0.25
35.74,-38.13,-1.15,-0.89,0.45,0.01
44.08,-39.32,9.19,-0.80,0.50,-0.34
45.27,-44.08,17.23,-0.73,0.54,-0.41
41.70,-45.27,29.86,-0.59,0.44,-0.67
34.55,-44.08,45.94,-0.62,0.09,-0.78
22.64,-45.27,53.98,-0.48,-0.11,-0.87
9.53,-39.32,65.46,-0.32,-0.52,-0.79
-1.19,-22.64,72.35,0.31,-0.50,-0.81
-17.87,0.00,74.65,0.45,-0.50,-0.74
-23.83,19.06,70.05,0.79,-0.35,-0.50
-20.25,36.93,58.57,0.90,-0.26,-0.35
-10.72,52.42,53.98,0.98,-0.17,0.02
1.19,61.95,35.60,0.91,-0.10,0.39
2.38,64.34,17.23,0.71,-0.10,0.70
7.15,60.76,4.59,0.43,-0.24,0.87
11.91,56.00,1.15,0.46,-0.24,0.86
4.77,48.85,-4.59,0.36,-0.06,0.93
1.19,44.08,-11.48,0.34,-0.33,0.88
-4.77,39.32,-12.63,0.28,-0.53,0.80
0.00,41.70,-14.93,0.16,-0.28,0.95
4.77,40.51,-14.93,0.40,-0.15,0.90
13.11,40.51,-13.78,0.22,-0.20,0.95
20.25,30.98,-20.67,-0.07,0.11,0.99
39.32,14.30,-20.67,-0.25,0.22,0.94
41.70,5.96,-18.37,-0.25,0.17,0.95
41.70,-2.38,-19.52,-0.51,-0.16,0.84
34.55,-25.02,-16.08,-0.86,0.05,0.51
34.55,-39.32,-2.30,-0.96,-0.10,0.26
29.79,-51.23,14.93,-0.95,-0.12,-0.30
25.02,-51.23,37.90,-0.79,-0.23,-0.57
23.83,-46.46,53.98,-0.52,-0.24,-0.82
20.25,-29.79,67.76,-0.11,-0.27,-0.95
22.64,-14.30,75.80,0.24,-0.30,-0.92
16.68,9.53,79.24,0.47,-0.20,-0.86
20.25,27.40,76.95,0.79,-0.24,-0.57
22.64,36.93,71.20,0.66,-0.30,-0.68
14.30,48.85,67.76,0.89,-0.30,-0.34
9.53,56.00,55.13,0.89,-0.32,-0.33
13.11,63.14,47.09,0.98,-0.20,-0.00
15.49,66.72,33.30,0.89,-0.35,0.29
16.68,65.53,8.04,0.69,-0.34,0.64
11.91,42.89,-17.23,0.40,-0.52,0.75
9.53,14.30,-29.86,-0.28,-0.20,0.94
16.68,-9.53,-25.27,-0.50,-0.36,0.79
11.91,-20.25,-24.12,-0.30,-0.58,0.75
10.72,-22.64,-20.67,-0.24,-0.50,0.83
3.57,-20.25,-20.67,-0.43,-0.55,0.71
-2.38,-22.64,-21.82,-0.16,-0.47,0.87
-7.15,-19.06,-18.37,-0.06,-0.57,0.82
-4.77,-15.49,-22.97,-0.03,-0.45,0.89
0.00,-9.53,-25.27,-0.27,-0.51,0.81
1.19,-9.53,-25.27,0.21,-0.55,0.81
-9.53,-9.53,-21.82,0.33,-0.63,0.70
-14.30,-10.72,-17.23,0.18,-0.59,0.79
-16.68,-7.15,-20.67,0.07,-0.53,0.84
-13.11,-11.91,-21.82,-0.08,-0.50,0.86
-9.53,-19.06,-16.08,-0.17,-0.37,0.91
-1.19,-33.36,-14.93,-0.45,-0.13,0.88
7.15,-32.17,-16.08,-0.50,0.02,0.87
16.68,-47.66,-2.30,-0.79,0.37,0.49
25.02,-48.85,9.19,-0.86,0.00,0.52
30.98,-52.42,18.37,-0.88,0.28,0.37
26.21,-53.61,24.12,-0.85,0.27,0.46
33.36,-51.23,31.01,-0.93,0.26,0.27
26.21,-47.66,42.49,-0.97,0.24,-0.05
21.45,-29.79,68.91,-0.32,-0.27,-0.91
13.11,7.15,78.09,0.18,-0.13,-0.97
8.34,42.89,66.61,0.46,-0.08,-0.88
5.96,59.57,50.53,0.83,-0.09,-0.55
4.77,64.34,20.67,0.92,-0.34,0.19
-2.38,58.38,2.30,0.94,-0.33,0.06
2.38,48.85,-12.63,0.76,-0.20,0.62
5.96,35.74,-25.27,0.77,-0.08,0.63
11.91,10.72,-28.71,0.05,-0.11,0.99
11.91,-14.30,-24.12,-0.66,-0.19,0.72
3.57,-29.79,-14.93,-0.60,-0.02,0.80
-3.57,-41.70,-1.15,-0.75,-0.16,0.64
-4.77,-50.04,19.52,-0.97,-0.18,0.18
-1.19,-48.85,39.05,-0.97,0.12,-0.19
0.00,-46.46,49.38,-1.00,-0.02,-0.06
-1.19,-39.32,59.72,-0.84,-0.05,-0.53
0.00,-32.17,64.31,-0.74,-0.03,-0.68
4.77,-16.68,75.80,-0.57,0.14,-0.81
11.91,-1.19,80.39,-0.26,0.16,-0.95
19.06,19.06,79.24,0.15,0.16,-0.98
9.53,41.70,70.05,0.34,0.04,-0.94
3.57,56.00,55.13,0.68,-0.00,-0.74
-1.19,63.14,32.16,0.87,-0.18,-0.46
-3.57,59.57,12.63,0.95,-0.27,0.16
-2.38,50.04,-11.48,0.88,-0.14,0.45
-1.19,34.55,-19.52,0.59,-0.09,0.80
4.77,11.91,-27.56,0.40,-0.08,0.91
2.38,8.34,-28.71,0.30,-0.13,0.94
7.15,-1.19,-26.41,0.09,-0.02,1.00
4.77,-14.30,-26.41,-0.14,-0.22,0.96
3.57,-29.79,-21.82,-0.36,-0.08,0.93
5.96,-26.21,-24.12,0.12,-0.14,0.98
1.19,2.38,-27.56,0.61,-0.18,0.77
-2.38,34.55,-21.82,0.94,-0.23,0.25
-11.91,58.38,12.63,0.90,-0.39,-0.20
-7.15,60.76,58.57,0.50,-0.16,-0.85
-3.57,46.46,84.98,0.02,0.03,-1.00
-1.19,27.40,88.43,0.22,-0.16,-0.96
5.96,5.96,89.58,-0.43,0.06,-0.90
3.57,-15.49,76.95,-0.74,0.11,-0.67
3.57,-38.13,55.13,-0.97,-0.01,-0.22
-4.77,-50.04,35.60,-0.96,-0.05,0.28
-9.53,-48.85,13.78,-0.90,-0.01,0.43
-13.11,-36.93,-4.59,-0.59,-0.15,0.79
-9.53,-22.64,-16.08,-0.52,-0.01,0.86
-5.96,-5.96,-22.97,-0.07,0.17,0.98
-5.96,5.96,-25.27,0.29,0.11,0.95
1.19,8.34,-29.86,0.23,0.20,0.95
9.53,11.91,-29.86,0.10,0.33,0.94
10.72,15.49,-31.01,0.16,0.31,0.93
7.15,21.45,-31.01,0.15,0.46,0.88
3.57,27.40,-27.56,0.52,0.25,0.82
1.19,36.93,-24.12,0.66,0.11,0.75
2.38,51.23,-11.48,0.85,0.16,0.50
4.77,63.14,8.04,0.95,0.13,0.29
11.91,66.72,27.56,0.85,0.49,-0.16
13.11,63.14,48.23,0.69,0.40,-0.60
10.72,53.61,60.87,0.52,0.32,-0.79
7.15,42.89,67.76,0.40,0.13,-0.91
8.34,20.25,75.80,-0.20,0.25,-0.95
8.34,-4.77,75.80,-0.65,-0.05,-0.75
-5.96,-22.64,62.02,-0.78,0.04,-0.62
-17.87,-28.59,53.98,-0.82,-0.27,-0.50
-21.45,-32.17,50.53,-0.80,-0.32,-0.50
-20.25,-34.55,49.38,-0.80,-0.32,-0.50
-16.68,-36.93,52.83,-0.90,-0.29,-0.31
-11.91,-38.13,52.83,-0.99,-0.09,-0.09
-4.77,-38.13,49.38,-0.92,-0.09,-0.38
-3.57,-35.74,59.72,-0.77,-0.32,-0.55
2.38,-35.74,60.87,-0.84,-0.16,-0.52
3.57,-41.70,50.53,-0.94,-0.22,-0.24
0.00,-48.85,33.30,-0.97,-0.16,0.18
-2.38,-48.85,18.37,-0.83,-0.20,0.51
-3.57,-42.89,4.59,-0.57,-0.20,0.79
-3.57,-38.13,-6.89,-0.60,-0.23,0.77
-4.77,-34.55,-11.48,-0.44,-0.07,0.89
-3.57,-26.21,-19.52,-0.15,-0.05,0.99
-1.19,-14.30,-25.27,0.14,0.13,0.98
-2.38,-3.57,-27.56,0.22,-0.08,0.97
-8.34,4.77,-28.71,0.34,-0.10,0.93
-5.96,20.25,-24.12,0.50,-0.16,0.85
-7.15,34.55,-24.12,0.78,-0.10,0.62
-8.34,47.66,-9.19,0.99,0.03,0.13
-9.53,59.57,10.34,0.96,-0.03,-0.29
-9.53,58.38,28.71,0.91,-0.10,-0.41
-9.53,58.38,42.49,0.83,-0.18,-0.53
-3.57,50.04,57.42,0.46,-0.13,-0.88
-3.57,33.36,68.91,0.54,-0.16,-0.83
-7.15,21.45,73.50,0.15,-0.10,-0.98
-7.15,13.11,74.65,0.01,-0.06,-1.00
1.19,3.57,78.09,0.34,0.01,-0.94
-1.19,-13.11,72.35,-0.25,-0.04,-0.97
-1.19,-28.59,64.31,-0.10,-0.01,-0.99
3.57,-44.08,48.23,-0.65,0.26,-0.71
1.19,-53.61,29.86,-0.88,0.31,-0.36
8.34,-51.23,16.08,-0.94,0.19,-0.29
21.45,-46.46,4.59,-0.92,0.39,-0.07
25.02,-38.13,-12.63,-0.97,0.08,0.21
27.40,-17.87,-24.12,-0.46,0.41,0.79
26.21,-9.53,-28.71,-0.57,0.04,0.82
29.79,3.57,-28.71,-0.25,0.02,0.97
36.93,15.49,-27.56,0.17,0.14,0.97
47.66,11.91,-21.82,-0.01,0.16,0.99
51.23,-4.77,-11.48,-0.10,0.61,0.79
52.42,-7.15,-13.78,0.05,0.68,0.73
42.89,10.72,-21.82,0.68,0.32,0.66
32.17,29.79,-22.97,0.69,0.12,0.71
25.02,45.27,-16.08,0.91,0.25,0.33
21.45,57.19,-5.74,0.98,0.15,0.13
14.30,60.76,11.48,0.95,0.11,-0.30
9.53,63.14,29.86,0.82,0.05,-0.57
14.30,57.19,50.53,0.62,0.10,-0.78
21.45,40.51,63.16,0.28,0.22,-0.94
16.68,27.40,65.46,0.01,0.14,-0.99
13.11,10.72,68.91,-0.26,0.11,-0.96
7.15,-1.19,66.61,-0.35,0.00,-0.94
8.34,-7.15,65.46,-0.57,-0.01,-0.82
10.72,-19.06,62.02,-0.71,-0.03,-0.71
11.91,-28.59,60.87,-0.76,-0.06,-0.65
21.45,-34.55,52.83,-0.89,0.10,-0.44
27.40,-44.08,41.34,-0.96,0.26,-0.11
27.40,-53.61,25.27,-0.97,0.13,0.21
28.59,-53.61,10.34,-0.99,0.04,0.16
26.21,-50.04,0.00,-0.75,-0.09,0.65
23.83,-42.89,-13.78,-0.66,-0.05,0.75
22.64,-30.98,-21.82,-0.32,-0.05,0.94
21.45,-17.87,-29.86,0.02,-0.12,0.99
21.45,-17.87,-29.86,0.17,0.01,0.98
21.45,-17.87,-29.86,0.16,-0.11,0.98
9.53,8.34,-31.01,0.69,-0.27,0.67
1.19,23.83,-28.71,0.87,-0.45,0.20
-9.53,36.93,-19.52,0.64,-0.72,0.26
-20.25,42.89,-8.04,0.73,-0.68,0.06
-26.21,44.08,1.15,0.60,-0.73,-0.34
-30.98,44.08,11.48,0.43,-0.84,-0.31
-38.13,38.13,21.82,0.39,-0.86,-0.33
-40.51,29.79,33.30,0.29,-0.81,-0.51
-41.70,25.02,41.34,0.10,-0.65,-0.75
-39.32,21.45,50.53,0.17,-0.60,-0.78
-32.17,20.25,57.42,0.18,-0.30,-0.93
-23.83,19.06,65.46,0.08,-0.26,-0.96
-15.49,16.68,70.05,-0.08,0.02,-0.99
1.19,19.06,73.50,0.12,0.36,-0.93
20.25,21.45,73.50,0.00,0.73,-0.69
46.46,16.68,63.16,-0.14,0.93,-0.34
58.38,15.49,55.13,-0.14,0.98,-0.15
66.72,11.91,43.64,-0.04,1.00,0.08
69.10,11.91,34.45,-0.09,0.90,0.42
69.10,15.49,24.12,0.02,0.76,0.64
63.14,17.87,-4.59,0.08,0.63,0.77
58.38,20.25,-11.48,0.01,0.49,0.87
54.80,19.06,-25.27,-0.11,0.14,0.98
40.51,19.06,-28.71,0.19,0.09,0.98
25.02,14.30,-33.30,0.02,-0.11,0.99
16.68,16.68,-33.30,-0.04,-0.34,0.94
-2.38,15.49,-28.71,0.75,-0.44,0.49
-22.64,10.72,-21.82,-0.04,-0.99,0.14
-34.55,2.38,-9.19,-0.30,-0.95,0.03
-38.13,-4.77,2.30,-0.40,-0.84,-0.35
-40.51,-11.91,18.37,-0.42,-0.69,-0.59
-34.55,-21.45,33.30,-0.37,-0.45,-0.81
-19.06,-26.21,47.09,-0.45,-0.21,-0.87
-11.91,-26.21,58.57,-0.20,-0.06,-0.98
-2.38,-26.21,60.87,-0.18,-0.10,-0.98
3.57,-23.83,65.46,-0.19,-0.16,-0.97
9.53,-22.64,66.61,-0.10,-0.02,-0.99
19.06,-16.68,66.61,-0.02,0.26,-0.96
26.21,-16.68,66.61,-0.32,-0.09,-0.94
29.79,-11.91,70.05,-0.30,0.16,-0.94
33.36,-1.19,67.76,0.02,0.12,-0.99
38.13,0.00,66.61,0.18,0.23,-0.96
41.70,1.19,65.46,-0.16,0.03,-0.99
48.85,10.72,63.16,0.44,0.49,-0.75
53.61,21.45,53.98,0.42,0.34,-0.84
51.23,29.79,55.13,0.28,0.36,-0.89
41.70,36.93,53.98,0.28,0.13,-0.95
41.70,38.13,49.38,0.32,0.28,-0.90
30.98,46.46,52.83,0.49,0.21,-0.85
28.59,53.61,43.64,0.75,0.22,-0.62
20.25,60.76,37.90,0.86,0.04,-0.51
5.96,60.76,33.30,0.91,0.23,-0.33
-4.77,63.14,28.71,0.88,-0.22,-0.42
-11.91,63.14,26.41,0.94,-0.34,0.04
-22.64,57.19,17.23,0.76,-0.65,-0.05
-35.74,42.89,10.34,0.66,-0.73,0.17
-45.27,32.17,11.48,0.51,-0.84,0.20
-46.46,16.68,10.34,0.21,-0.92,0.33
-42.89,-7.15,10.34,-0.15,-0.89,0.44
-38.13,-19.06,13.78,-0.16,-0.94,0.30
-36.93,-20.25,21.82,-0.61,-0.79,0.00
-34.55,-25.02,25.27,-0.28,-0.95,0.14
-35.74,-15.49,31.01,-0.52,-0.84,-0.12
-34.55,-21.45,28.71,-0.60,-0.79,0.11
-27.40,-28.59,29.86,-0.80,-0.57,0.20
-14.30,-41.70,31.01,-0.89,0.06,0.45
3.57,-48.85,31.01,-0.99,0.16,-0.02
19.06,-48.85,34.45,-0.84,0.55,-0.05
32.17,-41.70,37.90,-0.56,0.79,-0.26
41.70,-32.17,47.09,-0.55,0.77,-0.32
47.66,-20.25,53.98,-0.05,0.83,-0.55
44.08,-3.57,62.02,0.25,0.61,-0.75
36.93,5.96,67.76,0.37,0.52,-0.77
26.21,15.49,72.35,0.36,0.30,-0.88
14.30,25.02,72.35,0.40,-0.22,-0.89
2.38,30.98,70.05,0.86,-0.25,-0.44
-19.06,33.36,60.87,0.62,-0.71,-0.34
-36.93,22.64,47.09,-0.07,-0.98,-0.18
-42.89,-7.15,36.75,-0.23,-0.96,-0.14
-23.83,-40.51,19.52,-0.68,-0.70,0.23
-5.96,-48.85,3.45,-0.74,-0.57,0.35
14.30,-48.85,-8.04,-0.77,-0.34,0.54
22.64,-40.51,-14.93,-0.70,-0.16,0.70
29.79,-27.40,-21.82,-0.65,-0.13,0.74
35.74,-25.02,-20.67,-0.52,0.16,0.84
45.27,-14.30,-21.82,-0.64,0.48,0.60
52.42,-3.57,-21.82,-0.47,0.46,0.75
50.04,9.53,-22.97,0.55,0.69,0.47
45.27,32.17,-18.37,0.44,0.59,0.68
42.89,54.80,-3.45,0.74,0.65,-0.19
26.21,65.53,27.56,0.98,0.17,0.11
2.38,59.57,48.23,0.91,-0.02,-0.42
-19.06,48.85,48.23,0.78,-0.47,-0.41
-30.98,40.51,44.79,0.73,-0.53,-0.43
-36.93,33.36,40.20,0.74,-0.53,-0.41
-42.89,30.98,35.60,0.57,-0.78,-0.25
-45.27,21.45,35.60,0.31,-0.93,-0.18
-47.66,-9.53,22.97,0.01,-1.00,-0.10
-34.55,-29.79,16.08,-0.47,-0.88,-0.10
-27.40,-39.32,12.63,-0.59,-0.81,-0.04
-13.11,-47.66,8.04,-0.73,-0.68,0.04
-1.19,-50.04,3.45,-0.83,-0.52,0.20
7.15,-48.85,-2.30,-0.89,-0.42,0.16
16.68,-47.66,-4.59,-0.88,-0.35,0.32
21.45,-40.51,-12.63,-0.78,-0.31,0.54
29.79,-34.55,-18.37,-0.84,-0.12,0.52
33.36,-30.98,-16.08,-0.87,0.00,0.49
42.89,-29.79,-16.08,-0.82,0.19,0.54
47.66,-22.64,-18.37,-0.58,0.52,0.63
54.80,-9.53,-18.37,-0.55,0.48,0.68
58.38,-3.57,-12.63,-0.34,0.63,0.70
59.57,4.77,-16.08,-0.35,0.76,0.54
63.14,11.91,-10.34,-0.29,0.76,0.58
59.57,17.87,-10.34,-0.07,0.95,0.30
60.76,26.21,-10.34,0.01,0.88,0.47
58.38,29.79,-8.04,0.12,0.90,0.42
57.19,36.93,-8.04,0.31,0.85,0.42
48.85,47.66,0.00,0.51,0.82,0.27
46.46,51.23,2.30,0.44,0.73,0.52
42.89,53.61,1.15,0.51,0.72,0.46
44.08,54.80,-1.15,0.61,0.69,0.38
41.70,54.80,1.15,0.57,0.71,0.40
40.51,54.80,3.45,0.59,0.69,0.41
38.13,53.61,-3.45,0.62,0.73,0.28
34.55,54.80,-8.04,0.61,0.62,0.49
29.79,54.80,-9.19,0.57,0.54,0.62
22.64,51.23,-16.08,0.58,0.45,0.68
11.91,47.66,-20.67,0.57,0.29,0.77
4.77,41.70,-25.27,0.52,0.17,0.84
-5.96,36.93,-22.97,0.52,0.02,0.86
-9.53,29.79,-24.12,0.46,-0.07,0.88
-15.49,21.45,-25.27,0.36,-0.18,0.91
-19.06,16.68,-21.82,0.35,-0.37,0.86
-29.79,11.91,-19.52,0.28,-0.56,0.78
-34.55,8.34,-13.78,0.15,-0.67,0.73
-36.93,-1.19,-6.89,0.17,-0.78,0.60
-38.13,-10.72,1.15,-0.02,-0.85,0.52
-34.55,-25.02,4.59,-0.24,-0.83,0.49
-27.40,-33.36,2.30,-0.45,-0.67,0.59
-11.91,-47.66,5.74,-0.68,-0.50,0.53
1.19,-47.66,6.89,-0.82,-0.39,0.41
10.72,-51.23,8.04,-0.88,-0.13,0.46
27.40,-48.85,6.89,-0.88,0.09,0.47
41.70,-44.08,9.19,-0.83,0.24,0.50
47.66,-38.13,9.19,-0.77,0.31,0.56
52.42,-35.74,8.04,-0.75,0.49,0.45
54.80,-30.98,5.74,-0.47,0.75,0.47
59.57,-22.64,4.59,-0.61,0.61,0.51
64.34,-17.87,5.74,-0.50,0.77,0.40
66.72,-10.72,8.04,-0.47,0.66,0.59
72.68,-2.38,11.48,-0.40,0.90,0.18
73.87,3.57,21.82,-0.23,0.96,0.15
69.10,16.68,25.27,-0.16,0.98,-0.13
69.10,25.02,28.71,0.06,0.99,-0.10
64.34,32.17,27.56,0.17,0.97,-0.18
60.76,39.32,31.01,0.34,0.92,-0.20
51.23,48.85,28.71,0.48,0.85,-0.23
44.08,58.38,25.27,0.72,0.64,-0.26
30.98,61.95,17.23,0.87,0.49,-0.07
20.25,61.95,5.74,0.99,0.09,0.11
4.77,61.95,-1.15,1.00,-0.08,0.06
-3.57,59.57,-4.59,0.96,-0.27,0.11
-15.49,58.38,-4.59,0.90,-0.41,0.13
-26.21,54.80,-5.74,0.92,-0.39,0.06
-29.79,52.42,-14.93,0.83,-0.52,0.20
-36.93,42.89,-19.52,0.56,-0.80,0.19
-38.13,23.83,-22.97,0.44,-0.82,0.38
-39.32,9.53,-27.56,0.27,-0.86,0.43
-35.74,-8.34,-20.67,0.06,-0.87,0.49
-29.79,-28.59,-10.34,-0.16,-0.85,0.50
-23.83,-35.74,-5.74,-0.37,-0.81,0.45
-10.72,-42.89,-4.59,-0.59,-0.61,0.53
4.77,-44.08,-5.74,-0.69,-0.32,0.65
23.83,-42.89,-8.04,-0.79,-0.16,0.59
29.79,-40.51,-5.74,-0.78,-0.12,0.62
39.32,-38.13,-9.19,-0.59,0.32,0.74
42.89,-27.40,-18.37,-0.48,0.12,0.87
47.66,-16.68,-19.52,-0.43,0.32,0.84
51.23,-11.91,-18.37,-0.59,0.29,0.76
48.85,-8.34,-21.82,-0.39,0.43,0.81
51.23,-3.57,-21.82,-0.42,0.06,0.90
48.85,0.00,-22.97,-0.16,0.21,0.97
52.42,9.53,-22.97,0.07,0.55,0.83
53.61,23.83,-16.08,0.16,0.53,0.83
54.80,38.13,-9.19,0.28,0.35,0.89
48.85,50.04,-1.15,0.52,0.48,0.70
42.89,56.00,-1.15,0.62,0.39,0.68
30.98,60.76,1.15,0.77,0.43,0.47
22.64,66.72,14.93,0.90,0.26,0.35
11.91,69.10,24.12,0.97,0.16,0.16
4.77,66.72,28.71,0.99,-0.03,0.16
-7.15,67.91,31.01,0.92,0.01,-0.39
-9.53,64.34,40.20,0.84,-0.51,0.18
-19.06,64.34,41.34,0.91,-0.29,-0.30
-23.83,63.14,41.34,0.86,-0.39,-0.34
-28.59,59.57,42.49,0.65,-0.60,-0.47
-38.13,57.19,43.64,0.59,-0.66,-0.47
-51.23,40.51,35.60,0.71,-0.64,-0.31
-56.00,30.98,22.97,0.54,-0.82,-0.19
-53.61,19.06,13.78,0.44,-0.89,-0.04
-52.42,5.96,11.48,0.26,-0.95,0.14
-48.85,-5.96,11.48,0.08,-0.99,0.12
-41.70,-17.87,5.74,-0.13,-0.98,0.10
-32.17,-29.79,5.74,-0.26,-0.91,0.32
-26.21,-36.93,2.30,-0.33,-0.82,0.46
-29.79,-28.59,-5.74,-0.34,-0.88,0.33
-30.98,-16.68,-11.48,-0.13,-0.79,0.60
-28.59,-13.11,-13.78,-0.12,-0.59,0.80
-25.02,-5.96,-19.52,-0.09,-0.62,0.78
-17.87,-3.57,-21.82,0.22,-0.46,0.86
-16.68,-1.19,-26.41,0.17,-0.48,0.86
-14.30,5.96,-26.41,0.32,-0.26,0.91
-2.38,4.77,-29.86,0.43,0.04,0.90
-2.38,4.77,-29.86,0.10,0.18,0.98
-2.38,4.77,-29.86,0.06,0.44,0.89
22.64,-2.38,-33.30,-0.07,0.63,0.77
33.36,-8.34,-31.01,-0.20,0.82,0.53
40.51,-14.30,-24.12,-0.51,0.78,0.36
48.85,-26.21,-9.19,-0.61,0.79,-0.03
52.42,-38.13,5.74,-0.74,0.54,-0.39
41.70,-44.08,20.67,-0.79,0.22,-0.57
30.98,-48.85,32.16,-0.73,-0.26,-0.63
10.72,-50.04,37.90,-0.56,-0.43,-0.71
-5.96,-46.46,40.20,-0.49,-0.51,-0.70
-15.49,-42.89,36.75,-0.50,-0.83,-0.26
-20.25,-40.51,33.30,-0.51,-0.84,-0.21
-26.21,-39.32,22.97,-0.39,-0.90,-0.20
-25.02,-42.89,20.67,-0.37,-0.92,-0.08
-32.17,-35.74,10.34,-0.25,-0.97,-0.01
-30.98,-32.17,5.74,-0.28,-0.90,0.34
-28.59,-30.98,-1.15,-0.20,-0.80,0.57
-23.83,-27.40,-11.48,-0.12,-0.68,0.72
-21.45,-22.64,-18.37,-0.17,-0.54,0.82
-17.87,-22.64,-18.37,-0.04,-0.46,0.88
-8.34,-20.25,-21.82,-0.07,-0.43,0.90
-10.72,-19.06,-22.97,-0.06,-0.42,0.91
-13.11,-14.30,-24.12,-0.03,-0.22,0.97
-9.53,-9.53,-27.56,0.20,-0.03,0.98
0.00,-10.72,-29.86,-0.02,-0.14,0.99
2.38,-7.15,-32.16,0.00,-0.01,1.00
13.11,-8.34,-32.16,0.08,0.34,0.94
22.64,-7.15,-32.16,0.12,0.46,0.88
22.64,-10.72,-31.01,0.07,0.48,0.87
32.17,-15.49,-26.41,-0.07,0.43,0.90
28.59,-17.87,-24.12,-0.30,0.40,0.87
30.98,-23.83,-22.97,-0.36,0.57,0.74
40.51,-28.59,-14.93,-0.58,0.72,0.37
46.46,-35.74,-3.45,-0.48,0.87,0.10
51.23,-38.13,16.08,-0.58,0.79,-0.21
47.66,-41.70,20.67,-0.58,0.64,-0.51
34.55,-46.46,29.86,-0.64,0.31,-0.70
25.02,-46.46,37.90,-0.69,-0.11,-0.72
5.96,-48.85,43.64,-0.60,-0.66,-0.45
-10.72,-44.08,36.75,-0.55,-0.79,-0.26
-26.21,-36.93,24.12,-0.57,-0.76,-0.30
-28.59,-38.13,5.74,-0.55,-0.81,0.18
-19.06,-33.36,-8.04,-0.58,-0.74,0.33
-9.53,-29.79,-20.67,-0.30,-0.58,0.76
0.00,-16.68,-28.71,-0.35,-0.41,0.84
10.72,-3.57,-34.45,-0.15,-0.33,0.93
21.45,13.11,-34.45,0.10,-0.03,0.99
30.98,20.25,-29.86,0.28,0.26,0.92
34.55,30.98,-25.27,0.26,0.38,0.89
30.98,42.89,-22.97,0.30,0.24,0.92
